Symbol,Side,Cxl,Qty,Price,Bid,Ask,Date1,Date2,TradeID,TradeTiSS,Label,Exbkr,TradeCommType,SourceCommission,Account,OrderID,GTL,GTL-STA,Trailer,Info,Clr,Val1,Val2
S,SS,NEW,100,8.210000,8.210000,8.220000,06/14,06/19,1706149900004,11:19,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,482645,46,473640
S,SS,NEW,200,8.200000,8.210000,8.220000,06/14,06/19,1706149900004,11:19,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,482650,46,473640
S,SS,NEW,500,8.200000,8.210000,8.220000,06/14,06/19,1706149900004,11:19,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,482658,46,0
S,SS,NEW,100,8.2000004736,8.210000,8.220000,06/14,06/19,1706149900004,11:19,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,482669,46,473640
S,SS,NEW,100,8.200000,8.210000,8.220000,06/14,06/19,1706149900004,11:19,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,482683,46,473640
S,SS,NEW,100,8.200000,8.200000,8.210000,06/14,06/19,1706149900004,11:19,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,482833,47,473640
S,SS,NEW,100,8.200000,8.200000,8.210000,06/14,06/19,1706149900004,11:19,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,482842,47,473640
S,SS,NEW,100,8.200000,8.200000,8.210000,06/14,06/19,1706149900004,11:19,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,483102,49,473640
S,SS,NEW,100,8.200000,8.200000,8.210000,06/14,06/19,1706149900004,11:19,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,483529,51,473640
S,SS,NEW,200,8.200000,8.200000,8.210000,06/14,06/19,1706149900004,11:19,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,483934,54,473640
S,SS,NEW,100,8.200000,8.200000,8.210000,06/14,06/19,1706149900004,11:19,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,483946,54,473640
S,SS,NEW,100,8.200000,8.200000,8.210000,06/14,06/19,1706149900004,11:19,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,483954,54,473640
S,SS,NEW,100,8.200000,8.200000,8.210000,06/14,06/19,1706149900004,11:20,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,485645,11,473640
S,SS,NEW,100,8.200000,8.200000,8.210000,06/14,06/19,1706149900004,11:20,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,487229,18,473640
S,SS,NEW,100,8.200000,8.200000,8.210000,06/14,06/19,1706149900004,11:21,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,496682,32,0
CERS,SS,NEW,100,2.3500004736,2.340000,2.350000,06/14,06/19,1706149900004,11:22,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003,CERS,/17,/17,502205,24,854300
CERS,SS,NEW,100,2.350000,2.340000,2.350000,06/14,06/19,1706149900004,11:22,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003,CERS,/17,/17,502214,24,854300
CERS,SS,NEW,100,2.350000,2.340000,2.350000,06/14,06/19,1706149900004,11:22,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003,CERS,/17,/17,502220,24,854300
CERS,SS,NEW,100,2.350000,2.340000,2.350000,06/14,06/19,1706149900004,11:22,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003,CERS,/17,/17,502234,24,854300
CERS,SS,NEW,200,2.350000,2.340000,2.350000,06/14,06/19,1706149900004,11:22,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003,CERS,/17,/17,502241,24,854300
CERS,SS,NEW,100,2.350000,2.340000,2.350000,06/14,06/19,1706149900004,11:22,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003,CERS,/17,/17,502253,24,854300
CERS,SS,NEW,100,2.350000,2.340000,2.350000,06/14,06/19,1706149900004,11:22,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003,CERS,/17,/17,502260,24,854300
CERS,SS,NEW,200,2.350000,2.340000,2.350000,06/14,06/19,1706149900004,11:22,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003,CERS,/17,/17,502264,24,854300
CERS,SS,NEW,100,2.350000,2.340000,2.350000,06/14,06/19,1706149900004,11:22,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003,CERS,/17,/17,502268,24,854300
CERS,SS,NEW,100,2.350000,2.340000,2.350000,06/14,06/19,1706149900004,11:22,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003,CERS,/17,/17,502273,24,854300
CERS,SS,NEW,200,2.350000,2.340000,2.350000,06/14,06/19,1706149900004,11:22,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003,CERS,/17,/17,502278,24,854300
CERS,SS,NEW,200,2.350000,2.340000,2.350000,06/14,06/19,1706149900004,11:22,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003,CERS,/17,/17,502285,24,0
CERS,SS,NEW,300,2.3500008543,2.340000,2.350000,06/14,06/19,1706149900004,11:22,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003,CERS,/17,/17,502289,24,854300
CERS,SS,NEW,100,2.350000,2.340000,2.350000,06/14,06/19,1706149900004,11:22,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003,CERS,/17,/17,502310,24,854300
CERS,SS,NEW,100,2.350000,2.350000,2.360000,06/14,06/19,1706149900004,11:22,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003,CERS,/17,/17,502317,24,854300
CERS,SS,NEW,100,2.355000,2.350000,2.360000,06/14,06/19,1706149900004,11:22,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003,CERS,/17,/17,502711,27,854300
CERS,SS,NEW,100,2.350000,2.350000,2.360000,06/14,06/19,1706149900004,11:22,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003,CERS,/17,/17,502959,29,854300
S,SS,NEW,400,8.200000,8.200000,8.210000,06/14,06/19,1706149900004,11:22,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,503178,31,473640
S,SS,NEW,100,8.210000,8.200000,8.210000,06/14,06/19,1706149900004,11:23,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,507357,14,473640
S,SS,NEW,100,8.200000,8.200000,8.210000,06/14,06/19,1706149900004,11:23,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,507366,14,473640
S,SS,NEW,100,8.200000,8.200000,8.210000,06/14,06/19,1706149900004,11:23,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,512847,55,473640
S,SS,NEW,100,8.210000,8.200000,8.210000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,514037,04,473640
S,SS,NEW,1100,8.200000,8.200000,8.210000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,514045,04,473640
S,SS,NEW,100,8.200000,8.200000,8.210000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,514057,04,0
S,SS,NEW,200,8.2000004736,8.200000,8.210000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,514061,04,473640
S,SS,NEW,100,8.200000,8.200000,8.210000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,514066,04,473640
S,SS,NEW,100,8.200000,8.200000,8.210000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,514074,04,473640
S,SS,NEW,100,8.200000,8.200000,8.210000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,516561,26,473640
S,SS,NEW,200,8.200000,8.200000,8.210000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,516569,26,473640
S,SS,NEW,2700,8.190000,8.200000,8.210000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,516582,26,473640
S,SS,NEW,100,8.190000,8.200000,8.210000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,516586,26,473640
S,SS,NEW,300,8.190000,8.200000,8.210000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,516593,26,473640
S,SS,NEW,100,8.190000,8.200000,8.210000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,516596,26,473640
S,SS,NEW,200,8.190000,8.200000,8.210000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,516600,26,473640
S,SS,NEW,100,8.190000,8.200000,8.210000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,516619,26,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,516627,26,0
S,SS,NEW,100,8.1900004736,8.190000,8.200000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,516640,26,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,516645,26,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,516647,26,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,516650,26,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,516653,26,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,516665,26,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,516673,26,473640
S,SS,NEW,200,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,516678,26,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,516683,26,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,516688,26,473640
S,SS,NEW,200,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,516726,26,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,517656,32,0
CERS,SS,NEW,100,2.3500004736,2.350000,2.360000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003,CERS,/17,/17,519287,46,854300
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:24,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,519642,49,473640
S,SS,NEW,800,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:25,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,521066,02,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:25,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,521077,02,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:25,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,521257,03,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:25,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,521273,04,473640
S,SS,NEW,400,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:25,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,524508,27,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:25,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,524557,27,473640
S,SS,NEW,200,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:25,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,526946,45,473640
S,SS,NEW,200,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:25,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,526954,45,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:26,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,530141,15,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:26,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,530149,15,0
S,SS,NEW,100,8.1900004736,8.190000,8.200000,06/14,06/19,1706149900004,11:26,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,530324,16,473640
S,SS,NEW,500,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:26,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,533305,42,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:26,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,533327,42,473640
S,SS,NEW,200,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:26,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,533333,42,473640
S,SS,NEW,300,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:26,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,533340,42,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:26,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,533361,42,473640
CERS,SS,NEW,100,2.355000,2.350000,2.360000,06/14,06/19,1706149900004,11:26,ContraSSFREX,0704,PerUnit,TERM,0.010000,AABBC,1706149900003,CERS,/17,/17,533879,47,854300
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:26,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,534355,51,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:26,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,534367,51,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:26,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,534742,54,473640
S,SS,NEW,200,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:26,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,534774,54,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:27,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,536636,12,0
S,SS,NEW,100,8.1900004736,8.190000,8.200000,06/14,06/19,1706149900004,11:27,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,538399,31,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:27,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,540468,53,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:27,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,540479,53,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,543068,21,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,543773,28,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,544341,34,473640
S,SS,NEW,300,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,544351,34,473640
S,SS,NEW,300,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,544360,34,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,544362,34,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,544365,34,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,544420,34,473640
S,SS,NEW,800,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,544961,41,0
S,SS,NEW,100,8.1900004736,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,544988,41,473640
S,SS,NEW,100,8.190000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,544996,41,473640
S,SS,NEW,200,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545179,44,473640
S,SS,NEW,200,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545187,44,473640
S,SS,NEW,200,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545194,44,473640
S,SS,NEW,200,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545208,44,473640
S,SS,NEW,900,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545213,44,473640
S,SS,NEW,200,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545217,44,473640
S,SS,NEW,100,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545220,44,473640
S,SS,NEW,600,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545225,44,473640
S,SS,NEW,200,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545237,44,473640
S,SS,NEW,1000,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545249,44,0
S,SS,NEW,101,8.1800004736,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545261,44,473640
S,SS,NEW,99,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545264,44,473640
S,SS,NEW,200,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545268,44,473640
S,SS,NEW,200,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545276,44,473640
S,SS,NEW,300,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545293,44,473640
S,SS,NEW,100,8.185000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545315,44,473640
S,SS,NEW,400,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545317,44,473640
S,SS,NEW,200,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545320,44,473640
S,SS,NEW,100,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545325,44,473640
S,SS,NEW,100,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545339,44,473640
S,SS,NEW,100,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545363,44,473640
S,SS,NEW,200,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545376,44,0
S,SS,NEW,100,8.1800004736,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545396,44,473640
S,SS,NEW,100,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545400,44,473640
S,SS,NEW,200,8.185000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545402,44,473640
S,SS,NEW,200,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545404,44,473640
S,SS,NEW,200,8.185000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545407,44,473640
S,SS,NEW,100,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545409,44,473640
S,SS,NEW,100,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545411,44,473640
S,SS,NEW,100,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545413,44,473640
S,SS,NEW,400,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545415,44,473640
S,SS,NEW,200,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545417,44,473640
S,SS,NEW,100,8.180000,8.190000,8.200000,06/14,06/19,1706149900004,11:28,ContraSSFREX,0704,PerUnit,TERM,0.030000,EEFFGG,1706149900004,MSCO,/17,/17,545419,44,473640
